id,name,test_type,test_type_codes,keys,duration_minutes,languages,job_levels,remote,adaptive,description,url
187,Microsoft Windows Server 2012 Administration,K,K,Knowledge & Skills,35,English (USA),Mid-Professional;Professional Individual Contributor,True,True,"The Microsoft Windows Server 2012 Administration test measures knowledge of Windows Server Administration. Designed for experienced Network Administrators, this test includes the following topics: Active Directory, Administrative Tasks, Computer Properties, Configuration and Management, Design and Installation, Local Security Policy, Networking, Security, and Server Management.",https://www.shl.com/products/product-catalog/view/microsoft-windows-server-2012-administration/
188,Mineral Engineering (New),K,K,Knowledge & Skills,12,English (USA),Graduate;Manager;Mid-Professional;Professional Individual Contributor;Supervisor,True,False,"Multi-choice test that measures the knowledge of comminution and classification, physical separation process, particle technology, metallurgical thermodynamics, mineralogy, petrology and stratigraphy.",https://www.shl.com/products/product-catalog/view/mineral-engineering-new/
189,Mining Engineering (New),K,K,Knowledge & Skills,16,English (USA),Graduate;Manager;Mid-Professional;Professional Individual Contributor;Supervisor,True,False,"Multi-choice test that measures the knowledge of mining methods, mineral processing, mining machinery, mineralogy, petrology and stratigraphy.",https://www.shl.com/products/product-catalog/view/mining-engineering-new/
190,Mobility (New),K,K,Knowledge & Skills,9,English (USA),Mid-Professional;Professional Individual Contributor,True,False,Multi-choice test that measures the knowledge on topics related to mobility and mobile computing.,https://www.shl.com/products/product-catalog/view/mobility-new/
191,Molecular Biology (New),K,K,Knowledge & Skills,6,English (USA),Graduate;Mid-Professional;Professional Individual Contributor,True,False,"Multi-choice test that measures the knowledge of molecular genetics, transgenics, rDNA technology, chromosomal genetics, transformation and related processes.",https://www.shl.com/products/product-catalog/view/molecular-biology-new/
192,MongoDB (New),K,K,Knowledge & Skills,7,English (USA),Mid-Professional;Professional Individual Contributor,True,False,"Multi-choice test that measures the conceptual knowledge of MongoDB like sharding, replication, indexing, security and storage. It also checks the knowledge of MongoDB queries and data models.",https://www.shl.com/products/product-catalog/view/mongodb-new/
193,Motivation Questionnaire MQM5,P,P,Personality & Behavior,25,Latin American Spanish;Portuguese (Brazil);Latvian;Danish;Indonesian;Swedish;Turkish;Portuguese;French (Canada);Japanese;Chinese Traditional;Flemish;French (Belgium);Spanish;Finnish;French;German;Greek;Italian;Polish;Romanian;Russian;English International;English (USA);Chinese Simplified;Dutch;Hungarian;Norwegian;Czech;Slovak;English (Australia);Arabic;Korean,Director;Entry-Level;Executive;Front Line Manager;General Population;Graduate;Manager;Mid-Professional;Professional Individual Contributor;Supervisor,True,False,"By understanding what motivates their staff, managers can unlock each individual’s full potential and direct their energies more constructively. This questionnaire measures 18 dimensions of an individual’s motivation, and provides a comprehensive understanding of those situations which increase and reduce their motivation.",https://www.shl.com/products/product-catalog/view/motivation-questionnaire-mqm5/
194,MQ Candidate Motivation Report,P,P,Personality & Behavior,,English International;English (USA);Chinese Simplified,Director;Entry-Level;Executive;Front Line Manager;General Population;Graduate;Manager;Mid-Professional;Professional Individual Contributor;Supervisor,True,False,The Candidate Motivation Report is designed as a feedback report for the individual. It provides an in-depth and easy-to-understand evaluation of an individuals motivators and demotivators at work.,https://www.shl.com/products/product-catalog/view/mq-candidate-motivation-report/
195,MQ Employee Motivation Report,P,P,Personality & Behavior,,Chinese Simplified;English International;English (USA),Director;Entry-Level;Executive;Front Line Manager;General Population;Graduate;Manager;Mid-Professional;Professional Individual Contributor;Supervisor,True,False,"The MQ Employee Motivation Report is ideal for use by line managers and those concerned with employee’s performance and well being, the Employee Motivation Report provides an in-depth and easy-to-understand evaluation of what motivates and de-motivates someone. It also offers a comprehensive list of tips and suggestions for managing the employee’s strongest motivators and demotivators.",https://www.shl.com/products/product-catalog/view/mq-employee-motivation-report/
196,MQ Motivation Report Pack,P,P,Personality & Behavior,,Chinese Simplified;English International;English (USA),General Population;Graduate;Manager;Mid-Professional;Professional Individual Contributor;Supervisor;Director;Entry-Level;Executive;Front Line Manager,True,False,"The MQ Report pack consists of the Profile Chart, Employee Motivation Report and the Candidate Report and is a cost effective way of ensuring that your organisation takes a comprehensive approach to understanding what motivates its employees.",https://www.shl.com/products/product-catalog/view/mq-motivation-report-pack/
197,MQ Profile,P,P,Personality & Behavior,,Flemish;French (Belgium);Spanish;Danish;Dutch;Finnish;French (Canada);French;German;Greek;Italian;Norwegian;Polish;Portuguese;Russian;Swedish;English International;English (USA);Romanian;Indonesian;Turkish;Chinese Simplified;Hungarian,Director;Entry-Level;Executive;Front Line Manager;General Population;Graduate;Manager;Mid-Professional;Professional Individual Contributor;Supervisor,True,False,"The profile chart is the Sten score graphical output of the MQ. It clearly shows the individual’s motivational drivers compared to the selected norm group as well as highlighting any unique scores.
Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example.
Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms.",https://www.shl.com/products/product-catalog/view/mq-profile/
198,MS Access (New),K,K,Knowledge & Skills,7,English (USA),Entry-Level;Graduate;Manager;Mid-Professional;Professional Individual Contributor;Supervisor,True,False,Multi-choice test that measures the knowledge and basic understanding of MS Access programming.,https://www.shl.com/products/product-catalog/view/ms-access-new/
199,MS Excel (New),K,K,Knowledge & Skills,6,English (USA);Spanish;French;Portuguese (Brazil),Entry-Level;Graduate;Manager;Mid-Professional;Professional Individual Contributor;Supervisor,True,False,"Multi-choice test that measures the ability to use MS Excel to maintain, organize, analyze and present numeric data.",https://www.shl.com/products/product-catalog/view/ms-excel-new/
200,MS Office Basic Computer Literacy (New),K,K,Knowledge & Skills,7,English (USA);Spanish;Portuguese (Brazil);French,Graduate;Mid-Professional;Professional Individual Contributor,True,False,"Multi-choice test that measures the ability to use MS Word, MS Excel and MS PowerPoint to perform basic tasks on a computer.",https://www.shl.com/products/product-catalog/view/ms-office-basic-computer-literacy-new/
201,MS Office Basic Computer Literacy (Sim) (New),S,S,Simulations,5,English (USA),Entry-Level;Graduate;Manager;Mid-Professional;Professional Individual Contributor;Supervisor,True,False,"Simulation based test that measures the ability to use basic computer operations, browser navigation, MS office and email.",https://www.shl.com/products/product-catalog/view/ms-office-basic-computer-literacy-sim-new/
202,MS PowerPoint (New),K,K,Knowledge & Skills,4,English (USA);French;Spanish;Portuguese (Brazil),Entry-Level;Front Line Manager;Graduate;Mid-Professional;Professional Individual Contributor;Supervisor,True,False,"Multi-choice test that measures the knowledge of MS PowerPoint toolbars, slide layouts, animation, slideshow, slide designs and formats.",https://www.shl.com/products/product-catalog/view/ms-powerpoint-new/
203,MS Word (New),K,K,Knowledge & Skills,4,Spanish;French;Portuguese (Brazil);English (USA),Professional Individual Contributor;Supervisor;Mid-Professional;Entry-Level;Graduate;Manager,True,False,Multi-choice test that measures the ability to use MS Word to record and save textual information.,https://www.shl.com/products/product-catalog/view/ms-word-new/
204,MuleSoft Development (New),K,K,Knowledge & Skills,17,English (USA),Mid-Professional;Professional Individual Contributor,True,False,"Multi-choice test that measures the knowledge of MuleSoft basic concepts, APIs and web services, Mule flow and scope, connectors and deployment.",https://www.shl.com/products/product-catalog/view/mulesoft-development-new/
205,Networking and Implementation (New),K,K,Knowledge & Skills,7,English (USA),Mid-Professional;Professional Individual Contributor,True,False,"Multi-choice test that measures the knowledge of networking devices, protocols, reference models, routing and implementation of networks.",https://www.shl.com/products/product-catalog/view/networking-and-implementation-new/
206,Node.js (New),K,K,Knowledge & Skills,9,English (USA),Mid-Professional;Professional Individual Contributor,True,False,"Multi-choice test that measures the basic knowledge of Node.js such as events, streams, file system, error handling, concurrency, DB handling and express framework.",https://www.shl.com/products/product-catalog/view/node-js-new/
207,Nursing (New),K,K,Knowledge & Skills,11,English (USA),Graduate;Manager;Mid-Professional;Professional Individual Contributor;Supervisor,True,False,Multi-choice test that measures the knowledge of carrying out various nursing tasks.,https://www.shl.com/products/product-catalog/view/nursing-new/
208,Occupational Personality Questionnaire OPQ32r,P,P,Personality & Behavior,25,English International;French (Canada);Portuguese;Chinese Simplified;Chinese Traditional;French (Belgium);French;Polish;Slovak;Czech;Danish;Flemish;Dutch;Estonian;Finnish;German;Greek;Hungarian;Icelandic;Indonesian;Italian;Japanese;Korean;Latvian;Lithuanian;Norwegian;English (USA);Arabic;Portuguese (Brazil);Spanish;Latin American Spanish;Romanian;Russian;Serbian;Swedish;Thai;Turkish;Malay;Vietnamese,Professional Individual Contributor;Supervisor;Mid-Professional;Front Line Manager;General Population;Graduate;Manager;Director;Executive,True,False,"The SHL Occupational Personality Questionnaire, the OPQ32, is one of the most widely used and respected measures of workplace behavioural style in the world. It sets a high standard of measurement excellence, providing HR professionals and business managers with relevant and accurate information to make fast and well-informed people decisions. The OPQ32 provides a clear framework for understanding the impact of personality on job performance. It is internationally recognised for its accuracy of assessment. Over 90 independent validation studies have been conducted on the OPQ over a period of 25 years, across 20 countries and 40 industries, providing concrete evidence of its power to predict performance in the workplace.",https://www.shl.com/products/product-catalog/view/occupational-personality-questionnaire-opq32r/
209,Operations Management (New),K,K,Knowledge & Skills,7,English (USA),Manager;Mid-Professional;Professional Individual Contributor;Supervisor,True,False,"Multi-choice test that measures the knowledge of planning, product design and development, quality management and supply chain management.",https://www.shl.com/products/product-catalog/view/operations-management-new/
210,OPQ Candidate Plus Report,P,P,Personality & Behavior,,Finnish;English International,Director;Executive;Front Line Manager;General Population;Graduate;Manager;Mid-Professional;Professional Individual Contributor;Supervisor,True,False,A brief narrative OPQ (Occupational Personality Questionnaire) report designed to be given to the individual who completed the OPQ.,https://www.shl.com/products/product-catalog/view/opq-candidate-plus-report/
211,OPQ Candidate Report 2.0,P,P,Personality & Behavior,,,,True,False,A brief narrative OPQ (Occupational Personality Questionnaire) report structure around 3 OPQ profile sections which can be given to candidates to keep after a feedback session,https://www.shl.com/products/product-catalog/view/opq-candidate-report-2-0/
212,OPQ Emotional Intelligence Report,P,P,Personality & Behavior,,Portuguese (Brazil);Danish;Dutch;Finnish;French (Canada);French;Latin American Spanish;Portuguese;Swedish;English International;English (USA),Director;Executive;Front Line Manager;General Population;Graduate;Manager;Mid-Professional;Professional Individual Contributor;Supervisor,True,False,This OPQ (Occupational Personality Questionnaire) report explores how a person manages feelings and relationships with other people.  It is intended for use in a development setting.,https://www.shl.com/products/product-catalog/view/opq-emotional-intelligence-report/
213,OPQ Leadership Report,P,P,Personality & Behavior,,Dutch;English International;English (USA);Romanian;Portuguese;French;German;Swedish;Chinese Simplified;Portuguese (Brazil);Japanese;Polish;Russian;Latin American Spanish,Director;Executive;Manager;Mid-Professional;Professional Individual Contributor,True,False,"This OPQ (Occupational Personality Questionnaire) report provides a detailed analysis of an individual's leadership potential.  It is based on SHL's leading edge Leadership Model, providing a competency based approach to leadership.",https://www.shl.com/products/product-catalog/view/opq-leadership-report/
214,OPQ Manager Plus Report,P,P,Personality & Behavior,,Romanian;Czech;Serbian;Portuguese (Brazil);Spanish;Chinese Traditional;Danish;Dutch;Finnish;French (Canada);French;German;Greek;Hungarian;Icelandic;Indonesian;Italian;Japanese;Korean;Latin American Spanish;Norwegian;Polish;Portuguese;Russian;Chinese Simplified;Swedish;Thai;Turkish;English International;English (USA),Director;Entry-Level;Executive;Front Line Manager;Manager;Mid-Professional;Professional Individual Contributor,True,False,"This concise OPQ (Occupational Personality Questionnaire) report is designed for use with and by managers.  It uses clear succinct bullets and tables for ease of interpretation.  It provide simple comments on each of the personality traits.
Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example.
Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms.",https://www.shl.com/products/product-catalog/view/opq-manager-plus-report/
215,OPQ Manager Plus Report 2.0,P,P,Personality & Behavior,,,Supervisor;Executive;Front Line Manager;General Population;Graduate;Manager;Mid-Professional;Professional Individual Contributor;Director;Entry-Level,True,False,This concise OPQ (Occupational Personality Questionnaire) report is designed for use with and by managers. It uses clear succinct bullets and tables for ease of interpretation. It provides simple comments on each of the personality traits.,https://www.shl.com/products/product-catalog/view/opq-manager-plus-report-2-0/
216,OPQ Maximising your Learning Report,P,P,Personality & Behavior,,Danish;Dutch;Portuguese;Swedish;English International,Executive;Front Line Manager;General Population;Graduate;Manager;Mid-Professional;Professional Individual Contributor;Supervisor;Director,True,False,This OPQ (Occupational Personality Questionnaire) report is designed to help people get the most from their development.  It summarises the preferred approach to learning across four dimensions.,https://www.shl.com/products/product-catalog/view/opq-maximising-your-learning-report/
217,OPQ MQ Sales Report,P,P,Personality & Behavior,,Portuguese (Brazil);Spanish;Danish;Dutch;Finnish;French (Canada);French;German;Greek;Hungarian;Icelandic;Indonesian;Italian;Japanese;Korean;Latin American Spanish;Norwegian;Polish;Russian;Chinese Simplified;Swedish;Thai;Turkish;English International;English (USA);Chinese Traditional;Portuguese;Romanian,Director;Executive;Front Line Manager;General Population;Graduate;Manager;Mid-Professional;Professional Individual Contributor;Supervisor,True,False,"This OPQ (Occupational Personality Questionnaire) report provides a graphical and narrative summary of an individual's natural style that is critical to sales success. It can also, optionally, use input from the SHL Motivation Questionnaire (MQ) to add information about the sales motivators and drives of an individual. 
Note: updated versions of Turkish, Hungarian and Indonesian Sales Report were launched on 01 July 2013.
Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example.
Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms.",https://www.shl.com/products/product-catalog/view/opq-mq-sales-report/
218,OPQ Premium Plus Report,P,P,Personality & Behavior,,English International,Supervisor;Front Line Manager;General Population;Graduate;Manager;Mid-Professional;Professional Individual Contributor;Director;Executive,True,False,"This OPQ (Occupational Personality Questionnaire) report contains a selection of reports including OPQ profile, user report, manager plus report, candidate plus report, universal competency report, team impact selection report.",https://www.shl.com/products/product-catalog/view/opq-premium-plus-report/
219,OPQ Premium Plus Report 2.0,P,P,Personality & Behavior,,,Manager;Graduate;Mid-Professional;Professional Individual Contributor;Director;General Population;Entry-Level;Executive;Front Line Manager;Supervisor,True,False,"This OPQ (Occupational Personality Questionnaire) report contains a selection of reports including OPQ profile, user report, manager plus report, candidate plus report, universal competency report, team impact selection report.",https://www.shl.com/products/product-catalog/view/opq-premium-plus-report-2-0/
220,OPQ Profile Report,P,P,Personality & Behavior,,Arabic;Romanian;Slovak;Serbian;Chinese Simplified;Chinese Traditional;Danish;Flemish;Dutch;English International;Finnish;French (Belgium);French (Canada);French;German;Greek;Hungarian;Icelandic;Indonesian;Italian;Japanese;Korean;Norwegian;Polish;Portuguese (Brazil);Portuguese;Russian;Latin American Spanish;Spanish;Swedish;Thai;Turkish;English (USA);Czech;Estonian;Latvian;Lithuanian,Director;Executive;Front Line Manager;General Population;Graduate;Manager;Mid-Professional;Professional Individual Contributor;Supervisor,True,False,"This is a graphical profile charts presenting results across the 32 OPQ scales. It is designed to be interpreted by OPQ trained users only.
Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example.
Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms.",https://www.shl.com/products/product-catalog/view/opq-profile-report/
221,OPQ Team Impact Group Development Report,P,P,Personality & Behavior,,Danish;English International;Finnish;Dutch;Norwegian;Swedish;English (USA),Executive;Director;Front Line Manager;General Population;Graduate;Manager;Mid-Professional;Professional Individual Contributor;Supervisor,True,False,"These reports are based on the SHL Team Impact Model, which is focused on actual team processes.  They are supported by clear and easy to understand graphics which do not require OPQ training.
“IMPORTANT! Please note that for a sample report contact Managed Services"".",https://www.shl.com/products/product-catalog/view/opq-team-impact-group-development-report/
222,OPQ Team Impact Individual Development Report,P,P,Personality & Behavior,,English International;Danish;Dutch;Finnish;Latin American Spanish;Norwegian;Swedish;English (USA),Director;Executive;Front Line Manager;General Population;Graduate;Manager;Mid-Professional;Professional Individual Contributor;Supervisor,True,False,"These reports are based on the SHL Team Impact Model, which is focused on actual team processes.  They are supported by clear and easy to understand graphics which do not require OPQ training.",https://www.shl.com/products/product-catalog/view/opq-team-impact-individual-development-report/
223,OPQ Team Impact Selection Report,P,P,Personality & Behavior,,Danish;Dutch;Finnish;Latin American Spanish;Norwegian;Swedish;English International;English (USA),Director;Executive;Front Line Manager;General Population;Graduate;Manager;Mid-Professional;Professional Individual Contributor;Supervisor,True,False,"These reports are based on the SHL Team Impact Model, which is focused on actual team processes.  They are supported by clear and easy to understand graphics which do not require OPQ training.",https://www.shl.com/products/product-catalog/view/opq-team-impact-selection-report/
224,OPQ Team Types & Leadership Styles Profile,P,P,Personality & Behavior,,Flemish;French (Belgium);Portuguese (Brazil);Danish;French (Canada);French;German;Italian;Latin American Spanish;Norwegian;Portuguese;Swedish;Turkish;English International;English (USA),Director;Executive;Front Line Manager;General Population;Graduate;Manager;Mid-Professional;Professional Individual Contributor;Supervisor,True,False,This OPQ (Occupational Personality Questionnaire) report is based on Belbin's team types and Bass's leadership and reporting styles.  Belbins team types: individual preferred role when working in ateam.  Bass's leadership and reporting styles: individuals preferred leadership styles and likely style of behaviour as a direct report.,https://www.shl.com/products/product-catalog/view/opq-team-types-and-leadership-styles-profile/
225,OPQ Team Types and Leadership Styles Report,P,P,Personality & Behavior,,Flemish;French (Belgium);Portuguese (Brazil);Danish;Dutch;Finnish;French (Canada);French;Italian;Latin American Spanish;Norwegian;Portuguese;English International;English (USA),Director;Executive;Front Line Manager;General Population;Graduate;Manager;Mid-Professional;Professional Individual Contributor;Supervisor,True,False,This OPQ (Occupational Personality Questionnaire) report is based on Belbin's team types and Bass's leadership and reporting styles.  Belbins team types: individual preferred role when working in ateam.  Bass's leadership and reporting styles: individuals preferred leadership styles and likely style of behaviour as a direct report.,https://www.shl.com/products/product-catalog/view/opq-team-types-and-leadership-styles-report/
226,OPQ UCF Development Action Planner Report 1.0,P,P,Personality & Behavior,,English International;English (USA);Dutch;French;German;Norwegian;Swedish;Japanese;Portuguese;Chinese Simplified;Italian;Danish;Finnish;Latin American Spanish;Portuguese (Brazil),Director;Executive;Front Line Manager;General Population;Graduate;Manager;Mid-Professional;Professional Individual Contributor;Supervisor,True,False,"This OPQ (Occupational Personality Questionnaire) report provides clear and relevant information about an individual's strengths and areas for development, for use in staff development and on-boarding situations.
Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example.
Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms.",https://www.shl.com/products/product-catalog/view/opq-ucf-development-action-planner-report/
227,OPQ UCF Development Action Planner Report 2.0,P,P,Personality & Behavior,,,Director;Executive;Front Line Manager;Manager;Graduate;General Population;Professional Individual Contributor;Supervisor;Mid-Professional,True,False,"This OPQ (Occupational Personality Questionnaire) report provides clear and relevant information about an individual's strengths and areas for development, for use in staff development and on-boarding situations.",https://www.shl.com/products/product-catalog/view/opq-ucf-development-action-planner-report-2-0/
228,OPQ Universal Competency Report 1.0,P,P,Personality & Behavior,,Czech;Romanian;Slovak;Serbian;Portuguese (Brazil);Spanish;Chinese Traditional;Danish;Dutch;Finnish;French (Canada);French;German;Greek;Hungarian;Icelandic;Indonesian;Italian;Japanese;Korean;Latin American Spanish;Norwegian;Polish;Portuguese;Russian;Chinese Simplified;Swedish;Thai;Turkish;English International;English (USA),Graduate;Director;Executive;Front Line Manager;General Population;Supervisor;Manager;Mid-Professional;Professional Individual Contributor,True,False,"This OPQ (Occupational Personality Questionnaire) report is based on the Universal Competency framework.  It graphically outlines how an individual's typical way of behaving is likely to impact on competencies.  It provides a graphical scale for each competency and summarises aspects of personality which contribute (positively or negatively) to each competency.
Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example.
Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms.",https://www.shl.com/products/product-catalog/view/opq-universal-competency-report/
229,OPQ Universal Competency Report 2.0,P,P,Personality & Behavior,,,Graduate;Manager;Mid-Professional;Professional Individual Contributor;Supervisor;Director;Executive;Front Line Manager;General Population,True,False,This OPQ (Occupational Personality Questionnaire) report is based on the Universal Competency framework.  It graphically outlines how an individual's typical way of behaving is likely to impact on competencies.  It provides a graphical scale for each competency and summarises aspects of personality which contribute (positively or negatively) to each competency.,https://www.shl.com/products/product-catalog/view/opq-universal-competency-report-2-0/
230,Oracle DBA (Advanced Level) (New),K,K,Knowledge & Skills,12,English (USA),Mid-Professional;Professional Individual Contributor,True,False,"Multi-choice test that measures the knowledge of Oracle DB architecture, backup and recovery, MySQL administration and advanced topics such as network configuration and data warehouse management.",https://www.shl.com/products/product-catalog/view/oracle-dba-advanced-level-new/
231,Oracle DBA (Entry Level) (New),K,K,Knowledge & Skills,12,English (USA),Mid-Professional;Professional Individual Contributor,True,False,"Multi-choice test that measures the knowledge of Oracle database architecture, data management, backup and recovery, and MySQL administration.",https://www.shl.com/products/product-catalog/view/oracle-dba-entry-level-new/
232,Oracle PL/SQL (New),K,K,Knowledge & Skills,11,English (USA),Mid-Professional;Professional Individual Contributor,True,False,"Multi-choice test that measures the knowledge of SQL queries, relational database concepts and specific Oracle PL/SQL features.",https://www.shl.com/products/product-catalog/view/oracle-plsql-new/
233,Oracle WebLogic Server (New),K,K,Knowledge & Skills,7,English (USA),Mid-Professional;Professional Individual Contributor,True,False,"Multi-choice test that measures the knowledge of the concepts of WebLogic such as server installation, administration, node, logs manager, security and deployment.",https://www.shl.com/products/product-catalog/view/oracle-weblogic-server-new/
234,Organic Chemistry (New),K,K,Knowledge & Skills,10,English (USA),Graduate;Mid-Professional;Professional Individual Contributor,True,False,Multi-choice test that measures the knowledge of the basic concepts in organic chemistry.,https://www.shl.com/products/product-catalog/view/organic-chemistry-new/
235,Paint Technology (New),K,K,Knowledge & Skills,7,English (USA),Professional Individual Contributor;Graduate;Mid-Professional,True,False,"Multi-choice test that measures the knowledge of paint raw materials and precursors, manufacture of different types of coatings, surface treatment and coating applications.",https://www.shl.com/products/product-catalog/view/paint-technology-new/
236,Pediatrics (New),K,K,Knowledge & Skills,5,English (USA),Graduate;Mid-Professional;Professional Individual Contributor,True,False,"Multi-choice test that measures the basic knowledge of pediatric diseases, their symptoms and the medicines administered to cure or prevent them.",https://www.shl.com/products/product-catalog/view/pediatrics-new/
237,Pega Development (New),K,K,Knowledge & Skills,17,English (USA),Mid-Professional;Professional Individual Contributor,True,False,"Multi-choice test that measures the knowledge of Pega architecture, user interface, rule and user management, case management, integration with external systems, frameworks, applications and performance.",https://www.shl.com/products/product-catalog/view/pega-development-new/
238,Perl (New),K,K,Knowledge & Skills,9,English (USA),Mid-Professional;Professional Individual Contributor,True,False,"Multi-choice test that measures the knowledge of Perl scripting used for text manipulation, web development, system administration, etc.",https://www.shl.com/products/product-catalog/view/perl-new/
239,Petrochemical Engineering (New),K,K,Knowledge & Skills,7,English (USA),Graduate;Mid-Professional;Professional Individual Contributor,True,False,"Multi-choice test that measures the knowledge of fluid and thermal principles of petrochemical engineering, chemical processes, petroleum composition and processing.",https://www.shl.com/products/product-catalog/view/petrochemical-engineering-new/
240,Petroleum Engineering (New),K,K,Knowledge & Skills,10,English (USA),Graduate;Mid-Professional;Professional Individual Contributor,True,False,"Multi-choice test that measures the knowledge of petroleum engineering, drilling and production operations and offshore petroleum production.",https://www.shl.com/products/product-catalog/view/petroleum-engineering-new/
241,Pharmaceutical Analysis (New),K,K,Knowledge & Skills,12,English (USA),Graduate;Mid-Professional;Professional Individual Contributor,True,False,"Multi-choice test that measures the knowledge of laboratory analytical techniques such as chromatography, titration, spectroscopy, and spectrophotometry.",https://www.shl.com/products/product-catalog/view/pharmaceutical-analysis-new/
242,Pharmaceutical Chemistry (New),K,K,Knowledge & Skills,17,English (USA),Graduate;Mid-Professional;Professional Individual Contributor,True,False,"Multi-choice test that measures the knowledge of physical chemistry, organic chemistry, inorganic chemistry, biochemistry and medicinal chemistry.",https://www.shl.com/products/product-catalog/view/pharmaceutical-chemistry-new/
243,Pharmaceutical Science (New),K,K,Knowledge & Skills,7,English (USA),Graduate;Mid-Professional;Professional Individual Contributor,True,False,"Multi-choice test that measures the knowledge of drug manufacture, drug delivery, drug action, and pharmaceutical analysis techniques.",https://www.shl.com/products/product-catalog/view/pharmaceutical-science-new/
244,Pharmaceutics (New),K,K,Knowledge & Skills,12,English (USA),Graduate;Mid-Professional;Professional Individual Contributor,True,False,"Multi-choice test that measures the knowledge of pharmaceutical engineering and technology for drug manufacture, biopharmaceutics, modern pharmaceutics and dispensing pharmacy.",https://www.shl.com/products/product-catalog/view/pharmaceutics-new/
245,Pharmacology (New),K,K,Knowledge & Skills,12,English (USA),Graduate;Mid-Professional;Professional Individual Contributor,True,False,"Multi-choice test that measures the knowledge of pharmacological drugs classification, chemotherapy, inflammatory disorders, drug action on nervous system, endocrine pharmacology, drug action on circulatory system and GI tract.",https://www.shl.com/products/product-catalog/view/pharmacology-new/
246,PHP (New),K,K,Knowledge & Skills,8,English (USA),Mid-Professional;Professional Individual Contributor,True,False,"Multi-choice test that measures the knowledge of OOPs & programming constructs, web & database handling and advanced PHP.",https://www.shl.com/products/product-catalog/view/php-new/
247,Polymer Engineering (New),K,K,Knowledge & Skills,8,English (USA),Professional Individual Contributor;Graduate;Mid-Professional,True,False,"Multi-choice test that measures the knowledge of characterization of polymers, processing, synthesis, testing and applications in daily life.",https://www.shl.com/products/product-catalog/view/polymer-engineering-new/
248,Power Electronics and Drives (New),K,K,Knowledge & Skills,15,English (USA),Mid-Professional;Professional Individual Contributor;Graduate,True,False,"Multi-choice test that measures the knowledge of power semiconductor devices, power electronic converters, drives and control systems.",https://www.shl.com/products/product-catalog/view/power-electronics-and-drives-new/
249,Power System Engineering (New),K,K,Knowledge & Skills,12,English (USA),Graduate;Mid-Professional;Professional Individual Contributor,True,False,"Multi-choice test that measures the knowledge of power generation and transmission, electrical machines, power systems and drives, control and instrumentation, fluid mechanics and machines.",https://www.shl.com/products/product-catalog/view/power-system-engineering-new/
250,Prism (New),K,K,Knowledge & Skills,4,English (USA),Mid-Professional;Professional Individual Contributor,True,False,"Multi-choice test that measures the knowledge of modules, patterns and other basic concepts of using the Prism library.",https://www.shl.com/products/product-catalog/view/prism-new/
251,Production and Industrial Engineering (New),K,K,Knowledge & Skills,13,English (USA),Graduate;Mid-Professional;Professional Individual Contributor,True,False,"Multi-choice test that measures the knowledge of production technology, quality management, and design and planning of manufacturing systems.",https://www.shl.com/products/product-catalog/view/production-and-industrial-engineering-new/
252,Production Engineering (New),K,K,Knowledge & Skills,10,English (USA),Graduate;Mid-Professional;Professional Individual Contributor,True,False,"Multi-choice test that measures the knowledge of production technology and analysis, metal cutting, tool design, material science and CIM.",https://www.shl.com/products/product-catalog/view/production-engineering-new/
253,Programming Concepts,K,K,Knowledge & Skills,25,English (USA),Mid-Professional;Professional Individual Contributor,True,True,"The Programming Concepts test measures knowledge of the core aspects of computer science programming that is valid across programming languages. Designed for all programmers, this test covers the following topics:  Algorithms, Complex Data Types, Data Access, Productivity and Quality, Program Flow, Program Structure, Programming Paradigms, User Interface, Variables, Data Types, and Operators.",https://www.shl.com/products/product-catalog/view/programming-concepts/
